user_id,register_date,platform,country_code,ftd_returning_users,n_of_purchases,total_spend,avg_spend_per_purchase,ftd_date,dfr_to_1st_purchase,purchase_amount_1st_purchase,coins_received_1st_purchase,balance_before_1st_purchase,spins_bf_1st_purchase,xp_level_1st_purchase,date_2nd_purchase,dfr_to_2nd_purchase,purchase_amount_2nd_purchase,coins_received_2nd_purchase,balance_before_2nd_purchase,spins_bf_2nd_purchase,xp_level_2nd_purchase
dcf552a7-a8a0-4ac9-9784-2d3aefc70e68,2023-03-23,IOS,US,No,1,1.99,1.99,2023-03-23,0,1.99,30000000,9041250,10,3,,,,,,0,
6bdc8bdd-69ea-4907-8a8c-16496a42f2c2,2023-05-28,ANDROID,US,No,1,0.99,0.99,2023-05-29,1,0.99,12000000,935,256,16,,,,,,0,
829be2a4-471f-4e0d-bf5e-6013b3575ce7,2023-02-02,IOS,US,No,1,1.99,1.99,2023-02-02,0,1.99,9000000,11365000,12,2,,,,,,0,
c41d1c98-5988-4ebf-9e8f-63a9a2ea3520,2023-03-08,ANDROID,US,No,1,2.99,2.99,2023-03-11,3,2.99,100000000,24695,754,76,,,,,,0,
cedd07c9-d0cc-4f24-845d-beed59704101,2023-03-12,IOS,US,Yes,2,1.98,0.99,2023-03-21,9,0.99,10000000,2048960,746,30,2023-03-23,11,0.99,10000000,60913,1283,40
b62ebd57-a2f4-414d-b8ba-09baaff6ba86,2023-02-09,ANDROID,US,No,1,2.99,2.99,2023-02-12,3,2.99,30000000,10939450,182,13,,,,,,0,
72fc9d64-454f-48d8-bbbe-83d7c200e474,2023-03-02,IOS,US,Yes,2,1.98,0.99,2023-06-01,91,0.99,14000000,148500,393,33,2023-06-01,91,0.99,15000000,1500,1156,56
f6a8ccf6-7ed2-4a40-be74-be71858e2d97,2023-03-04,ANDROID,US,No,1,0.99,0.99,2023-03-05,1,0.99,15000000,87847,357,20,,,,,,0,
7f032df7-8ab4-41bf-8cf2-b6d4997a3d5d,2023-03-19,IOS,US,No,1,2.99,2.99,2023-03-19,0,2.99,100000000,27750,519,38,,,,,,0,
f1e931b0-9374-4c37-b7ac-85a538494042,2023-03-27,ANDROID,XX,No,1,0.99,0.99,2023-04-11,15,0.99,18000000,15525100,172,10,,,,,,0,
65540b51-8865-40df-ba88-537fbd5e5f90,2023-03-31,ANDROID,XX,Yes,2,1.3613400715108028,0.6806700357554014,2023-04-19,19,0.270544407971106,14000000,3875000,247,22,2023-04-24,24,1.0907956635396967,80000000,311250,289,30
cd5a392e-baf5-4e10-a1e0-b83e6ade1e43,2023-04-17,ANDROID,XX,No,1,2.742161948842881,2.742161948842881,2023-04-17,0,2.742161948842881,150000000,10266250,5,2,,,,,,0,
ef893ebd-6120-43ff-9b95-60c8776d0032,2023-01-11,ANDROID,XX,No,1,0.0027978043665944003,0.0027978043665944003,2023-03-07,55,0.0027978043665944003,15000000,366540,6180,103,,,,,,0,
8e80b006-359e-4f58-9c13-df70ce5c1464,2023-02-08,ANDROID,US,No,1,0.99,0.99,2023-02-18,10,0.99,3000000,2611767,1077,31,,,,,,0,
7da5f499-529f-44d1-a606-d80aa91e1f8d,2023-03-17,ANDROID,US,No,1,2.99,2.99,2023-03-18,1,2.99,30000000,251395,418,44,,,,,,0,
61e8729a-0743-4656-b36e-e7fd2351bcbc,2023-04-27,ANDROID,US,No,1,0.99,0.99,2023-05-05,8,0.99,15000000,61300,783,43,,,,,,0,
f503364f-f980-4ff7-bf13-88bc9bd6f2bc,2023-05-01,ANDROID,GB,Yes,5,21.134425982694705,4.226885196538941,2023-05-14,13,1.239149619842514,34000000,31970,3158,94,2023-05-15,14,4.991228736006069,80000000,7083560,3288,95
c49d9df9-c7da-4ede-aab8-603440df7194,2023-05-03,ANDROID,US,No,1,0.99,0.99,2023-05-05,2,0.99,12000000,931650,272,22,,,,,,0,
2bd90df7-95e1-45a5-955e-15bb9740c49f,2023-05-30,ANDROID,US,No,1,2.99,2.99,2023-05-30,0,2.99,110000000,23185770,293,31,,,,,,0,
91d97b5e-db4c-4b10-af39-4c2017a36472,2023-05-31,ANDROID,US,No,1,0.99,0.99,2023-06-08,8,0.99,14000000,4057940,1052,18,,,,,,0,
8087675c-108e-404a-b97b-e9dc2ad3de3e,2023-01-29,ANDROID,US,No,1,2.99,2.99,2023-03-01,31,2.99,30000000,880720,694,37,,,,,,0,
5e05bad6-c785-40f5-8a53-42fd400cb588,2023-02-19,ANDROID,XX,Yes,7,32.26238411453274,4.6089120163618205,2023-02-19,0,0.8393328852558332,9000000,10747500,9,3,2023-02-19,0,0.8393328852558332,9000000,19747500,9,3
6ac6cd38-b30d-4509-8ced-232980914cfa,2023-03-15,IOS,GB,Yes,2,3.9800000000000004,1.9900000000000002,2023-03-15,0,2.99,100000000,3971030,356,30,2023-03-15,0,0.99,50000000,103971030,356,30
9ee7f886-d353-45e5-a20e-7c94b527db8f,2023-05-26,IOS,US,Yes,2,6.98,3.49,2023-05-27,1,2.99,36000000,7802725,323,20,2023-05-27,1,3.99,60000000,641200,386,33
09ad492a-7914-4b63-aaf0-0333e5088292,2023-01-02,ANDROID,US,No,1,0.99,0.99,2023-01-02,0,0.99,335000,300000,61,6,,,,,,0,
7ff68a0a-014d-4aa8-a9f0-17ab8667bad2,2023-02-19,ANDROID,XX,Yes,3,2.453631535312221,0.8178771784374069,2023-02-28,9,0.8178771784374069,9000000,12538000,36,4,2023-02-28,9,0.8178771784374069,9000000,21538000,36,4
2494038b-786f-44b5-bd55-ce9531bb2344,2023-04-05,ANDROID,US,No,1,0.99,0.99,2023-04-18,13,0.99,15000000,1715,3297,57,,,,,,0,
050956c2-f389-40c2-af12-0920190280e3,2023-04-23,ANDROID,US,Yes,2,4.98,2.49,2023-04-23,0,1.99,28000000,1116,612,21,2023-04-23,0,2.99,60000000,1916,894,56
3b776846-cfb8-4b95-bf47-b6d51045591f,2023-06-04,ANDROID,US,Yes,4,23.96,5.99,2023-06-04,0,2.99,48000000,4494448,503,21,2023-06-05,1,3.99,120000000,149454338,2211,111
f476a42e-17c9-427e-bc21-77c725f71142,2023-06-16,ANDROID,GB,No,1,2.5544715938600664,2.5544715938600664,2023-06-16,0,2.5544715938600664,60000000,617625,284,30,,,,,,0,
